id ×,Nombre ×,Resumen ×,Telefono ×,Tamano ×,Ubicacion ×,Sector ×,Sede ×,Codigo_postal ×,Ciudad ×
24,Principado,"En Principado, ayudamos a empresas de cualquier tamaño a ser más eficientes en sus procesos de compras indirectas, estar conectadas y tener al alcance...",,51-200 empleados,"Principal
Matriz(Principal)
Avenida Tláhuac 84a, Iztapalapa, Ciudad de México 09820, MX, AV TLAHUAC 84-A, Iztapalapa, Ciudad De México 09820, MX, Vía Morelos 378, Ecatepec de Morelos, México 55540, MX",Comercio al por menor de equipos de oficina,"Iztapalapa, Ciudad de México",09820,Ecatepec
26,Gekatex Group,El Grupo Gekatex cuenta con más de 40 años de experiencia en el desarrollo y fabricación de consumibles para la preparación y protección de superficie...,+44 117 916 2030,11-50 empleados,,Industria manufacturera,,,Ecatepec
27,CUBASA México,"Somos una empresa mexicana, con más de 60 años de experiencia, especializada en la inyección de plástico. 

Nuestro principal objetivo es ofrecer prod...",+52 (55) 5569 1222,51-200 empleados,"Principal
https://goo.gl/maps/MsyhnLLs3rk
Calle José Ramón Albarrán 55310, 100, Col Cuauhtémoc Xalostoc, México 55310, MX",Fabricación de productos de plástico,"Col Cuauhtémoc Xalostoc, México",55310,Ecatepec
28,Blindajes Global Armor México,"Somos expertos en servicio y asesoría en blindaje de autos para particulares, corporativos y gobierno. 

Cubrimos necesidades de protección específica...",,51-200 empleados,"Principal
Oficinas, showroom y taller de servicio Contadero
Carretera México-Toluca 5780, Cuajimalpa de Morelos, Ciudad de México 05500, MX, Planta Ecatepec
La Viga 219, Ecatepec, Estado de Mexico 55090, MX",Sector automovilístico,"Cuajimalpa de Morelos, Ciudad de México",05500,Ecatepec
29,LINEAS,"Empresa líder en venta de ropa accesible en México, para mujeres de entre 13 y 62 años ofreciendo ropa y servicio de alta calidad, manteniendo al clie...",,201-500 empleados,"Principal
ALLENDE
Tacuba 76 Col. Centro Del. Cuauhtemoc C.P. 06000, México D.F. - Zona Centro, Tienda Allende, CDMX, CDMX 06000, MX, SANTIN
carretera Toluca Naucalpan 1101 27-a y 28-a col. san mateo, Atzacatipan, Toluca C.P. 50200, Estado de México, SANTIN, Toluca, Estado de México, Toluca, Estado de México 50200, MX, EL CAMBIO
Americas Veracruz Av. Ruiz Cortinez no 3495, Col. Centro Plaza Américas loc. 60, Municipio Boca del Rio C.P. 94299, Veracruz, EL CAMBIO, Boca del Rio, Veracruz, Boca del Rio, Veracruz 94299, MX, LA CAMPECHANA
CENTRO COMERCIAL GALERIAS CAMPECHE - AV. PEDRO SAENZ DE BARRADO S/N ESQUINA AVENIDA DARSENA No. 245 C.P. 24020, Campeche, LA CAMPECHANA, Campeche, Campeche 24020, MX, CAMPECHE
CALLE 53 No. 13 POR 10, COL. CENTRO HISTÓRICO C.P. 24000, Campeche, CAMPECHE, Campeche, Campeche 24000, MX, FORTUNA
Av. Fortuna Eje 4 Norte No. 334, Int. 3, Col. Magdalena de las Salinas, Gustavo A. Madero C.P. 07370, CDMX, FORTUNA, CDMX, CDMX 07370, MX, INDEPENDENCIA
MELCHOR OCAMPO No. 171, ESQ. INDEPENDENCIA, COL. CENTRO, VERACRUZ ENTRE FRANCISCO CANAL Y GRAL PRIM C.P. 91700, Veracruz, INDEPENDENCIA, CENTRO, VERACRUZ, CENTRO, VERACRUZ 91700, MX, COATZACOALCOS
Calle Juárez # 308 Loc. C, Col. Centro, Coatzacoalcos C.P. 96400, Veracruz, COATZACOALCOS, Coatzacoalcos, Veracruz, Coatzacoalcos, Veracruz 96400, MX, CUAUTLA
Los bravos no. 25 entre Miguel Ramirez y Efren m. Tavera. col. Cuatla centro C.P. 62740, Morelos, CUAUTLA, Cuautla , Morelos, Cuautla , Morelos 62740, MX, CUERNAVACA
Vicente Guerrero no. 19 loc. d col. Cuernavaca centro, C.P. 62000, Cuernavaca Morelos, CUERNAVACA, Cuernavaca Morelos, Cuernavaca Morelos 62000, MX, ARAGON
Plaza Aragon - av central, 120 loc c 194, Ciudad azteca, 3ra secc, Ecatepec C.P. 55120, Estado de México, ARAGON, Ecatepec, Estado de México, Ecatepec, Estado de México 55120, MX, LA META
Centro Comercial Cosmopol Vía José López Portillo #1 San Francisco Coacalco Coacalco de Berriozabal C.P. 55700, Estado de México, LA META, Estado de México, Estado de México 55700, MX, ZUMPANGO
Carretera Zumpango Los Reyes Acozac No. 2000, Col. Buenavista, Zumpango C.P. 55600, Estado de México, ZUMPANGO, Zumpango, Estado de México 55600, MX, CENTRO MAX BAJÍO
Blvd. Adolfo López Mateos Ote, número 2518, Col. Jardines de Jerez, León C.P. 37530, Guanajuato, Tienda Centro Max , Guanajuato, Guanajuato 37530, MX, SENDERO
Plaza Sendero Toluca - av. paseo tollocÁn y boulevard aeropuerto, corredor industrial loc-23 anexo c, municipio de lerma C.P. 52000, Estado de México, SENDERO, Lerma, Estado de México, Lerma, Estado de México 52000, MX, LA ESPALDA
CALLE 63 No. 486 B ENTRE 56 Y 58, COL. CENTRO, MÉRIDA C.P. 97000, Yucatán, LA ESPALDA, MÉRIDA Yucatán, MÉRIDA Yucatán 97000, MX, EL MERCADO
CALLE 65 No. 466 LOC. A ENTRE 54 Y 56, COL. CENTRO, MÉRIDA C.P. 97000, Yucatán, EL MERCADO, MÉRIDA Yucatán, MÉRIDA Yucatán 97000, MX, MERIDA LAS AMERICAS
PLAZA LAS AMERICAS - CALLE 21 #327 INT. E 05-06, COL. MIGUEL HIDALGO, MÉRIDA C.P. 97229, Yucatán, MERIDA LAS AMERICAS, MÉRIDA Yucatán, MÉRIDA Yucatán 97229, MX, GRAN PLAZA
PLAZA GRAN PLAZA - CALLE 75 #196 INT 228 A, MONTES D AME, MÉRIDA C.P. 97115, Yucatán, GRAN PLAZA, MÉRIDA Yucatán, MÉRIDA Yucatán 97115, MX, MERIDA
CALLE 60 NO. 508, COL. CENTRO, ENTRE 63A Y 65, MÉRIDA C.P. 97000, Yucatán, MERIDA, MÉRIDA Yucatán, MÉRIDA Yucatán 97000, MX, LA ESQUINA
CALLE 58 #530 B-1 COL. CENTRO, ENTRE 63A Y 65, MÉRIDA C.P. 97000, Yucatán, LA ESQUINA, MÉRIDA Yucatán, MÉRIDA Yucatán 97000, MX, LA L
Reforma # 338 Col. Centro. C.P. 72000, Puebla, LA L, Puebla, Puebla 72000, MX, PUEBLA
CALLE 5 DE MAYO No. 205, COL. CENTRO C.P. 72000, Puebla, PUEBLA, PUEBLA, PUEBLA 72000, MX, TULUM
AV TULUM SP MZ 63 MZ 5 LOTE 9 ENTRE 2 Y 6, CANCÚN C.P. 77504, Quintana Roo, TULUM, Quintana Roo, Quintana Roo 77504, MX, CANCÚN
PLAZA LAS AMERICAS - SUPER MZ 7 MZ 9 LOC. 17, MUNICIPO BENITO JUÁREZ, CANCÚN C.P. 77500, Quintana Roo, CANCÚN, Quintana Roo, Quintana Roo 77500, MX, GUSTAVO BAZ
Centro Comercial Carso Tlalnepantla Sor Juana Ines de la Cruz No. 280 Col. San Lorenzo, GUSTAVO BAZ, Tlalnepantla de Baz, Tlalnepantla de Baz 54033, MX, LAS VEGAS
Calle Mariano Matamoros No. 100-A TOLUCA C.P. 51760, Estado de México, LAS VEGAS, TOLUCA, Estado de México, TOLUCA, Estado de México 51760, MX, LA GUTIERREZ
1era. Poniente Sur No. 272 A, entre 1era Sur Poniente y 2da. Sur Poniente, Col. Centro, Tuxtla Gutiérrez C.P. 29000, Chiapas, LA GUTIERREZ, Tuxtla Gutiérrez, Tuxtla Gutiérrez 29000, MX, TUXTLA
Plaza Galerias Boulevard - Boulevard Belisario Domínguez # 1861 Loc E6 y E7, Tuxtla Gutiérrez C.P. 29056, Chiapas, TUXTLA, Tuxtla Gutiérrez Chiapas, Tuxtla Gutiérrez Chiapas 29056, MX, VERACRUZ CENTRO
Calle independencia no. 1443 entre Esteban Morales y Mariano Arista col. centro C.P. 91700, Veracruz, VERACRUZ CENTRO, Veracruz, Veracruz 91700, MX, VILLA II
PLAZA LAS AMERICAS, AV. RAMON MENDOZA 102, LOC. 7 COL TIERRA COLORADO, VILLAHERMOSA C.P. 860029, Tabasco, VILLA II, VILLAHERMOSA Tabasco, VILLAHERMOSA Tabasco 860029, MX, VILLA CENTRO
CALLE JUÁREZ #423 ENTRE LERDO Y ZARAGOZA, COL. CENTRO VILLAHERMOSA C.P. 86000, Tabasco, VILLA CENTRO, VILLAHERMOSA Tabasco, VILLAHERMOSA Tabasco 86000, MX, XALAPA CENTRO
Dr. Rafael Lucio 21 loc-23 entre Juan de la luz Enriquez y Benito Juarez. col. centro, XALAPA C.P. 91000, Veracruz, XALAPA CENTRO, XALAPA Veracruz, XALAPA Veracruz 91000, MX, XALAPA
PLAZA CRYSTAL - CALLE LAZARO CARDENAS S/N LOC 7 Y 8 D, COL. ENCINAL, XALAPA C.P. 91180, Veracruz, XALAPA, XALAPA Veracruz, XALAPA Veracruz 91180, MX",Comercio al por menor de prendas de vestir y moda,"CDMX, CDMX",06000,Ecatepec
32,Lyceum,"In Lyceum language school, teaches English and French to open groups, as well as executives and business group with high quality. provides additional ...",,11-50 empleados,"Av. Morelos #46, Ecatepec de Morelos, Estado de México 55000, MX",Programas de gestión educativa,"Ecatepec de Morelos, Estado de México",55000,Ecatepec
33,NTG,"SERVICES FOR SMALL BUSINESS 

Small and Medium Businesses have special needs often not addressed or addressed poorly by information service providers ...",6072884012,11-50 empleados,,Servicios y tecnologías de la información,"Carrollton, Texas",,Ecatepec
34,Grupo Xtra,"Somos una empresa con más de 20 años de experiencia y con una sólida presencia en las principales ciudades de la República Mexicana (Guadalajara, Ciud...",,201-500 empleados,"Principal
Reforma 215
Paseo de la Reforma 215, Lomas de Chapultepec, Distrito Federal 11000, MX, Puerta Condesa
Avenida Insurgentes Sur, 453, Condesa, Ciudad de México 06100, MX, Plaza Cuajimalpa
José María Castorena, 425, Cuajimalpa, Ciudad de México 5000, MX, Pabellón Azcapotzalco
Avenida Aquiles Serdán 400, Barrio Nextengo, Distrito Federal 02070, MX, Magna Residencial
Carretera México-Toluca, Ciudad de México, Distrito Federal 05000, MX, Pabellón Ecatepec
Via Morelos, 351-A, Ecatepec, Estado de México 55425, MX",Alquiler de bienes inmuebles no residenciales,"Lomas de Chapultepec, Distrito Federal",11000,Ecatepec
39,IPESA PINTURAS.,"NUESTRA VISIÓN ES DE COLORES
Somos una empresa 100% Mexicana con más de 52 años de experiencia en la fabricación, comercialización y distribución de p...",5555691855,201-500 empleados,"Principal
Sede
Calle 8 No. 75 Rustica Xalostoc , Ecatepec de Morelos, México MX",Industria manufacturera,"Ecatepec de Morelos, México",,Ecatepec
42,Unitam Uniformes,"UNITAM Uniformes es una empresa con más de 69 años, especializada en la elaboración y comercialización de #uniformes industriales, ejecutivos, casuale...",8331484613,501-1000 empleados,"Unitam Aguascalientes
Avenida de la Convención 1914 Pte. 1115 Col. Fraccionamiento de las Torres , Aguascalientes, Aguascalientes 20293, MX, Unitam Tijuana Zona Río
Av. Diego Rivera 2589 esq. Blvd. Sánchez Taboada col. Zona urbana río Tijuana, edificio Ethel local 1B , Tijuana , Baja California 22010, MX, Unitam Mexicali Justo Sierra
Calzada Justo Sierra esq. Av. Herreros sur 2098 col. Burocratas, local 1 y 2 , Mexicali, Baja California 21020, MX, Unitam Mexicali Lázaro Cárdenas
Lázaro Cárdenas 2998-1 fraccionamiento Nuevo Mexicali, Plaza Rasa , Mexicali, Baja California 21399, MX, Unitam Tijuana Díaz Ordaz
Blvd. Díaz Ordaz 1100A col. La mesa , Tijuana , Baja California 22105, MX, Unitam Los Cabos
5 de Febrero mz 220 S/N col. Ejidal Chamizal , local 1, Los Cabos San Lucas , Baja California Sur 23470, MX, Unitam Cd. Del Carmen
Calle 47 #63 col. Santa Margarita , Cd. Del Carmen , Campeche 24120, MX, Unitam Coyoacan
Av. Universidad 1909 col. Oxtopulco universidad , Coyoacan , CDMX 04318, MX, Unitam Tuxtla
Blvd. Belisario Domínguez 1728 col. Arboledad , Tuxtla Gutiérrez , Chiapas 29030, MX, Unitam Cd. Juárez Gómez Morin
Blvd. Gómez Morín 7950 A-8 col. Ampliacion Campestre , Cd. Juárez , Chihuahua 32469, MX, Unitam Cd. Juárez Paseo Victoria
Av. Teófilo Borunda 8670-A esq. con paseo de la Victoria col. partido iglesias , plaza comercial Paseo Victoria local 14 y 15, Cd. Juárez , Chihuahua 32528, MX, Unitam Chihuahua Ortiz Mena
Blvd. Antonio Ortiz Mena 120 col. San Felipe , Chihuahua, Chihuahua 31203, MX, Unitam Chihuahua Saucito
Periférico de la juventud y Av. Francisco Villa S/N col. Saucito , Plaza Saucito local 22, Chihuahua, Chihuahua 31110, MX, Unitam Saltillo
Blvd. Venustiano Carranza 1921 col. República Pte., Saltillo, Coahuila 25265, MX, Unitam Torreón Independencia
Blvd. Independencia 37 col. Los ángeles , Torreón , Coahuila 27140, MX, Unitam Torreón Juárez Oriente
Av. Juárez 3510 ote. col. Centro , Torreón , Cohuila 27000, MX, Unitam Durango
Francisco villa 200 fraccionamiento la glorieta , Plaza Jardines local 4 , Durango , Durango 34207, MX, Unitam Ecatepec
Vía Morelos 102 Mz 1 col. Nuevo Laredo, lote 4 y 5, Ecatepec de Morelos , Edo. de México 55080, MX, Unitam Iztacalco
Av. Javier Rojo Gómez 210 esq. sur 12 col. Agricola Oriental , local 2, Iztacalco , Edo. de México 08500, MX, Unitam Naucalpan
Vía Gustavo Baz 128 fracc. Bosques de Echegaray , Plaza Mach local 2A , Naucalpan, Edo. De México 53310, MX, Unitam Toluca
Av. José María Pino Suárez 1419E col. Valle Verde , Toluca , Edo. De México 50160, MX, Unitam León Francisco Villa
Blvd. Francisco Villa 901 col. Villa de las flores , Plaza comercial las flores local 15, León , Guanajuato 37278, MX, Unitam León Hidalgo
Blvd. Hidalgo 1820 col. San Jerónimo , León , Guanajuato 37204, MX, Unitam Acapulco
Avenida Costera Miguel Alemán 1702, local 2, Acapulco , Guerrero 39670, MX, Unitam Puerto Vallarta
Av. Francisco Villa 1010 col. Jardines de Vallarta , Plaza Parota local 22, Puerto Vallarta , Jalisco 48328, MX, Unitam Guadalajara Americas
Av. Americas 28 col. Lafayette, Guadalajara , Jalisco 44150, MX, Unitam Guadalajara Niños Héroes
Av. Niños Héroes 2716-4 esq. Av Arcos col. Jardines del bosque , Guadalajara , Jalisco 44520, MX, Unitam Morelia
Av. Lázaro Cárdenas 2321 col. Chapultepec Norte , Morelia , Michoacán 58260, MX, Unitam Cuernavaca
Av. Plan de Ayala 518 col. Amatitlán , local 7 , Cuernavaca , Morelos 62410, MX, Unitam Guadalupe
Carretera Miguel Alemán 4425 col. Linda vista , Guadalupe, Nuevo León 67130, MX, Unitam Mitras
Av. Madero 3540 Pte. col. Mitras sur, Monterrey , Nuevo León 64020, MX, Unitam San Nicolás
Av. Nogalar sur 195 col. Cuauhtémoc, , San Nicolás de los garza, Nuevo León 66450, MX, Unitam San Pedro
José Vasconcelos 2 col. Sierra Madre , entre Jerónimo Siller y privada Sierra Madre , San Pedro Garza García , Nuevo León 66250, MX, Unitam Oaxaca
Calzada Porfirio Díaz 236 B col. Reforma , Oaxaca de Juárez, Oaxaca 68050, MX, Unitam Puebla Juan Pablo
Circuito Juan Pablo II 1715 Rivera del Atoyac , Puebla, Puebla 72430, MX, Unitam Puebla 25 Sur
Calle 25 sur esq. 25 pte. 2502 col. Volcanes , local 1A , Puebla , Puebla 72410, MX, Unitam Querétaro Constituyentes
Av. Constituyentes 126 pte. esq. Ignacio Pérez Zona centro , local 3 , Querétaro , Querétaro 76000, MX, Unitam Querétaro Plaza Zoco
Autopista México-Querétaro fracc. Las misiones , Plaza Zoco local 6 y 7 , Querétaro , Querétaro 76030, MX, Unitam Cancún
Av. José López Portillo sm 59 Mz 38 , local 4 , Cancún, Quintna Roo 77520, MX, Unitam San Luis Potosí Carranza
Av. Venustiano Carranza 1905 col. Jardín , San Luis Potosí , San Luis Potosí 78270, MX, Unitam San Luis Potosí El Paseo
Costado sur central camionera 376 col. El paseo , San Luis Potosí , San Luis Potosí 78320, MX, Unitam Culiacán
Av. Álvaro Obregón 425 sur col. Jorge col. Jorge Almada , Culiacán , Sinaloa 80200, MX, Unitam Los Mochis
Blvd. Adolfo López Mateos 1042 Fracc. Juan Cota , Plaza El Quijote local 2 , Los Mochis , Sinaloa 81220, MX, Unitam Sinaloa
Carretera Internacional col. El venadillo , local 4, Mazatlán , Sinaloa 82129, MX, Unitam Hermosillo San Benito
Nayarit 9 esq. Mariano Matamoros P/B col. San Benito , Hermosillo, Sonora 83190, MX, Unitam Hermosillo Solidaridad
Blvd. Solidaridad 164 int. D Plaza de las francias , Hermosillo , Sonora 83200, MX, Unitam Villahermosa Atasta
Blvd. Adolfo Ruiz Cortinez 1420 col. Atasta, Plaza city center local H17 y H24 , Villahermosa , Tabasco 86100, MX, Unitam Villahermosa Universidad
Av. Universidad 322 B col. El Recreo , Villahermosa , Tabasco 86020, MX, Unitam Tampico Norte
Carretera Tampico Mante , 2602, Tampico, Tamaulipas 89359, MX, Unitam Tampico Centro
colón 114 Nte zona centro , Tampico , Tamaulipas 89000, MX, Unitam Reynosa
Blvd. Morelos 2424 col. Prolongación Longoria , Edificio San Miguel Bosque local 3, Reynosa , Tamaulipas 88660, MX, Unitam Tampico Ejercito
Ejército Méxicano 310 col. Guadalupe, Tampico , Tamaulipas 89120, MX, Unitam Coatzacoalcos
Av. Zaragoza 517-A col. Centro , Coatzacoalcos , Veracruz 96400, MX, Unitam Boca del Río
Blvd. Adolfo Ruiz Cortinez 1517 costa de oro , Boca del Río , Veracruz 94299, MX, Unitam Poza Rica
Av. Juárez 102-A col. 27 de septiembre , Poza Rica , Veracruz 93320, MX, Unitam Veracruz
Av. Miguel Alemán Valdés 43 zona centro , entre Sánchez Tagle y Campero , Veracruz , Veracruz 91700, MX, Unitam Mérida
Circuito colonia entre calle 9 y calle 7 col. García Gineres , Plaza pensiones 217-B, Mérida , Yucatán 97070, MX, Unitam Zacatecas
Héroes de chapultepec 401 col. Minera , Plaza Alessia local 12B, Zacatecas , Zacatecas 98050, MX",Comercio al por mayor de prendas de vestir y suministros para confección,"Tampico, Tamaulipas",20293,Ecatepec
45,METALURGICA DE XALOSTOC S.A. DE C.V.,"Materias primas y productos para la industria de la
fundición, incluyendo:
 Coke para fusión, americano y nacional.
 Bentonitas para moldeo
 Mezcla...",55-57-55-52-25,51-200 empleados,"Principal
AV. DEL FERROCARRIL N°9 INT-A COL. ESFUERZO NACIONAL ECATEPEC, ESTADO DE MEXICO
XALOSTOC, ECATEPEC 55320, MX",Ingeniería industrial o mecánica,"XALOSTOC, ECATEPEC",55320,Ecatepec
46,ACERCANDO MÉXICO S. DE R.L. DE C.V.,"Nuestra especialidad, aire acondicionado, refrigeración y agua helada.",55 8931 4656,11-50 empleados,"Principal
Sede
Monte Chimborazo No. 136, Parque Residencial Coacalco, México 55014, MX",Fabricación de maquinaria industrial,"Parque Residencial Coacalco, México",55014,Ecatepec
47,Silcomer S.A. de C.V.,"SILCOMER S.A. DE C.V., es una empresa mexicana fundada en el año 2011, conformada por personal que tiene más de 20 años de experiencia en el mercado d...",,11-50 empleados,"Principal
Headquarters
Cobre No. 24-A, Fracc. Esfuerzo Nacional, Ecatepec de Morelos, México 55320, MX",Fabricación de productos químicos,"Ecatepec de Morelos, México",55320,Ecatepec
48,Sutsa Print De México,"Sutsa Print De México
Fabricante de telas plásticas.",,201-500 empleados,"Principal
Estado de Mexico
Calle 6, #13 Col. Rustica Xalostoc, Xalostoc, Estado de Mexico 55340, MX, Ejidal Chalco
Blvd. Cuauhtémoc, Núm. 21 Lt. 16 Mz. 13, Col. Ejidal Chalco, Estado de Mexico, Estado de Mexico 56600, MX",Fabricación de productos textiles,"Xalostoc, Estado de Mexico",55340,Ecatepec
49,Resinas BYRSA,"BYRSA como parte del grupo de Reacciones Químicas, es una empresa mexicana especializada en la fabricación de Resinas Sintéticas, enfocada en ofrecer ...",57491563,51-200 empleados,"Principal
19.526406, -99.072466
55320, Ecatepec , 55320, MX",Fabricación de productos químicos,,55320,Ecatepec
