"id","nombre","resumen","telefono","tamano","ubicaciones","fundacion","sector","sitio_web","sede","especialidades","codigo_postal","ciudad","empleados","url"
33172,"Mega Concreto y Block","Actualmente MEGA Concreto | Block se especializa en la producción y distribución de productos vibro comprimidos, agregados pétreos y concreto premezclado con calidad profesional certificada fundamentando su oferta empresarial en la amplia trayectoria y participación de nuestra marca en obras de gran importancia y alto volumen.",,"51-200 employees","{""1"": {""Dirección"": ""Blvd. Rosales #227 Nte., colonia Scally, Los Mochis, Sinaloa 81240, MX""}, ""2"": {""Dirección"": ""Carretera Mochis-Ahome Km. 7.0 S/N, ejido Mochis, Los Mochis, Sinaloa 81360, MX""}, ""3"": {""Dirección"": ""Carretera Mochis-El Fuerte Km. 5.0 S/N, ejido 5 de Mayo, Los Mochis, Sinaloa 81361, MX""}, ""4"": {""Dirección"": ""Carretera León Fonseca, ejido Las Palmitas, Guasave, Sinaloa 81103, MX""}, ""5"": {""Dirección"": ""Blvd. Juan M. Zambada #5900, colonia Las Flores, Culiacán, Sinaloa 80104, MX""}, ""6"": {""Dirección"": ""Rancho Los Cano, Av. Paseo del Pacífico, poblado El Venadillo, Mazatlán, Sinaloa 82129, MX""}}",,"[""Construction""]","[""http://www.megablock.com.mx\n      \n\nExternal link for Mega Concreto y Block""]","[""Los Mochis, Sinaloa""]","[""Concreto premezclado"","" Block"","" Tabique"","" Adoquín"","" Agregados"","" and Material petreo""]","{""1"": ""81240"", ""2"": ""81360"", ""3"": ""81361"", ""4"": ""81103"", ""5"": ""80104"", ""6"": ""82129""}","Culiacán Rosales,  Sinaloa,  México","[{""Nombre"": ""Arq. Raul Ruiz Lopez"", ""Cargo"": ""Gerente de Plaza en MEGABLOCK"", ""Foto"": ""https://media.licdn.com/dms/image/v2/C5603AQGm0nucjyLm0g/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1564769569618?e=2147483647&v=beta&t=MvZcFkUnRCej_El0Lkqq5E_4moOqFCY0jAN8THFJl-o"", ""Perfil"": ""https://mx.linkedin.com/in/arq-raul-ruiz-lopez-2b407340?trk=org-employees""}, {""Nombre"": ""Jose David Rochin"", ""Cargo"": ""Gerente de organização en Mega Concreto y Block"", ""Foto"": ""https://media.licdn.com/dms/image/v2/C5603AQFJfsvZSo5YKA/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1564189559041?e=2147483647&v=beta&t=ujKOHRXf-wLDIeR3hNRjulw0PTj3OIXdXW5M4LZD0Wc"", ""Perfil"": ""https://mx.linkedin.com/in/jose-david-rochin-a5892763?trk=org-employees""}, {""Nombre"": ""Erik Torre Roque"", ""Cargo"": ""Ingeniero de producción en MEGA CONCRETO SAC"", ""Foto"": ""https://media.licdn.com/dms/image/v2/C4E03AQFsjMv7h100vw/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1517262337814?e=2147483647&v=beta&t=2EyOlXUhGiwSxDDO4CLLKUw2zNfiE1Kze_dDxxU1Gos"", ""Perfil"": ""https://pe.linkedin.com/in/erik-torre-roque-2551168a?trk=org-employees""}, {""Nombre"": ""Fanny Castañeda"", ""Cargo"": ""Auxiliar contable en Mega Concreto y Block"", ""Foto"": ""https://media.licdn.com/dms/image/v2/D4E03AQEIfxXOCWctpg/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1672692482756?e=2147483647&v=beta&t=eIZ29tjwhxWC4S2aNTs9tZOiLTNZCrupY0mZC0v0cTc"", ""Perfil"": ""https://mx.linkedin.com/in/fanny-casta%C3%B1eda-386423260?trk=org-employees""}]","https://www.linkedin.com/company/mega-concreto-y-block/"
33173,"Aji Restaurant Group","Grupo Ají es un grupo restaurantero originario de Culiacán, Sinaloa.
Está conformado por los restaurantes Ají China Bistro, Asian Jungle y La Maquila. Todos en la ciudad de Culiacán.",,"51-200 employees","{""1"": {""Dirección"": ""Culiacan, Sinaloa 80060, MX""}, ""2"": {""Dirección"": ""BOULEVARD EL DORADO 1641""}}","2002","[""Restaurants""]","[""http://www.ajichinabistro.com\n      \n\nExternal link for Aji Restaurant Group""]","[""Culiacan, Sinaloa""]","[]","{""1"": ""80060""}","Culiacán Rosales,  Sinaloa,  México","null","https://www.linkedin.com/company/restaurante-aji-china-bistro/"
33174,"San Felipe y Santiago Construcciones SA de CV","Ubicados en Culiacán Sinaloa, San Felipe y Santiago Construcciones S.A. de C.V. es una empresa enfocada en la industria de la construcción con 15 años de servicio, respaldados por nuestros clientes que garantizan la calidad, tiempo y costo de nuestro trabajo.",,"51-200 employees","{""1"": {""Dirección"": ""Calle Puerto de Huatabampo, 2295-B, El Vallado, Sinaloa 80110, MX""}}","2006","[""Construction""]","[""http://sanfelipeysantiagoconstrucciones.com.mx\n      \n\nExternal link for San Felipe y Santiago Construcciones SA de CV""]","[""El Vallado, Sinaloa""]","[]","{""1"": ""80110""}","Culiacán Rosales,  Sinaloa,  México","[{""Nombre"": ""Manuel Roberto Bajo Rodriguez"", ""Cargo"": ""Director de San Felipe y Santiago Construcciones SA de CV"", ""Foto"": ""https://media.licdn.com/dms/image/v2/C5603AQGXCs0KffzEUw/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1610511568179?e=2147483647&v=beta&t=Xafmy9bGXkAfQRX6IRZdhE6t9uvqQPHXSsLx-CYgVIs"", ""Perfil"": ""https://mx.linkedin.com/in/manuel-roberto-bajo-rodriguez-0a5440a5?trk=org-employees""}, {""Nombre"": ""Itzel Sarahi Bajo Heredia"", ""Cargo"": ""Biobusinees Engineering"", ""Foto"": ""https://media.licdn.com/dms/image/v2/D5603AQG5tJwlxxRoeQ/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1710361586551?e=2147483647&v=beta&t=MzpayJzjxNPy3pZGJKEzhmPAlpA0Xby0LMfR5-CmUFg"", ""Perfil"": ""https://mx.linkedin.com/in/itzelbajo?trk=org-employees""}, {""Nombre"": ""Francisco Erenas"", ""Cargo"": ""Lic. en Ingenieria Civil en San Felipe y Santiago Construcciones SA de CV"", ""Foto"": ""https://media.licdn.com/dms/image/v2/C4E03AQENRRAaJ5g6mg/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1611765649510?e=2147483647&v=beta&t=F-MJs7aQ-bS_YAFB4TIay3crJyVysNaLy8DwikYDFd8"", ""Perfil"": ""https://mx.linkedin.com/in/francisco-erenas-200038205?trk=org-employees""}, {""Nombre"": ""Ana Paola Padilla Quintero"", ""Cargo"": ""--"", ""Foto"": ""https://media.licdn.com/dms/image/v2/D4E03AQHiw295GAop4w/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1703044366319?e=2147483647&v=beta&t=x8h4-Pb44Xh8pjWesXY1QRJO7DKuDprjXHL3SZ5Dt7c"", ""Perfil"": ""https://mx.linkedin.com/in/ana-paola-padilla-quintero-a46633205?trk=org-employees""}]","https://www.linkedin.com/company/san-felipe-y-santiago-construcciones-sa-de-cv/"
33175,"Espinoza Higuera Constructores S.A. de C.V.","Empresa Sinaloense dedicada  a la construcción con alta experiencia en la edificación de obrasindustriales, comerciales y públicas.
Admas de supervisión, verificación y dirección.",,"51-200 employees","{""1"": {""Dirección"": ""Indio de Guelatao #30 Col Miguel Hidalgo, Int. 103, Culiacán, Sinaloa 80090, MX""}}",,"[""Construction""]","[""http://www.ehcoconstructores.com\n      \n\nExternal link for Espinoza Higuera Constructores S.A. de C.V.""]","[""Culiacán, Sinaloa""]","[]","{""1"": ""80090""}","Culiacán Rosales,  Sinaloa,  México","[{""Nombre"": ""Fernanda Navarro"", ""Cargo"": ""Biólogo"", ""Foto"": ""https://media.licdn.com/dms/image/v2/D4E03AQGGy6xhYm7O2w/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1704730219356?e=2147483647&v=beta&t=MWV2PRe389BBMSNrdh70Ve54mQalWDcAcquFgusj6FM"", ""Perfil"": ""https://mx.linkedin.com/in/fernanda-navarro-a31a71166?trk=org-employees""}, {""Nombre"": ""Javier Antemio Higuera Molina"", ""Cargo"": ""Arquitecto en Espinoza Higuera Constructores S.A. de C.V."", ""Foto"": ""https://media.licdn.com/dms/image/v2/C5603AQHGphJR-DAkbg/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1600627072504?e=2147483647&v=beta&t=khC2flGIPsJdowXCvcekKSFFxjxzIzg1_K8E54XGEVc"", ""Perfil"": ""https://mx.linkedin.com/in/javier-antemio-higuera-molina-32b830191?trk=org-employees""}, {""Nombre"": ""Magda Yamil Gutierrez Vargas"", ""Cargo"": ""Auxiliar administrativo en Espinoza Higuera Constructores S.A. de C.V."", ""Foto"": ""https://media.licdn.com/dms/image/v2/D4D03AQHH2jK5O3rfkg/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1672675859810?e=2147483647&v=beta&t=X00esZ5NY1NUTXLDwuD3Zrj5nwHJn2QdwxrOqoE7irs"", ""Perfil"": ""https://mx.linkedin.com/in/magda-yamil-gutierrez-vargas-3a8581260?trk=org-employees""}]","https://www.linkedin.com/company/ehcoconstructores/"
33176,"COWORKING 120","Nos dedicamos a brindar una solución a los empresarios en la  búsqueda y cambio de oficinas ofreciendo espacios en renta completamente equipados con todos los servicios incluidos / We are dedicated to providing a solution to large companies and entrepreneurs in the search and change of offices offering spaces for rent fully equipped with all services included.",,"51-200 employees","{""1"": {""Dirección"": ""Desarrollo Urbano Tres Ríos, Corporativo 120, Culiacán, Sinaloa  80020, MX""}, ""2"": {""Dirección"": ""Calle Miguel Alemán #2678 Colonia América, Tijuana, Baja California 22044, MX""}, ""3"": {""Dirección"": ""Bulevar Morelos, Colonia Zona Militar, Edificio H, Hermosillo, Sonora 83145, MX""}}","2014","[""Leasing Non-residential Real Estate""]","[""http://coworking120.com/\n      \n\nExternal link for COWORKING 120""]","[""Culiacán, Sinaloa""]","[]","{""1"": ""80020"", ""2"": ""22044"", ""3"": ""83145""}","Culiacán Rosales,  Sinaloa,  México","[{""Nombre"": ""Melissa Rangel"", ""Cargo"": ""Recepcionista en COWORKING 120"", ""Foto"": ""https://media.licdn.com/dms/image/v2/D5603AQGA7p8OBSdGPQ/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1727896264418?e=2147483647&v=beta&t=NnlWGbPDdzwDV9VMUrbDm1XpE5sQBIYBSBjeqlSz_4Y"", ""Perfil"": ""https://mx.linkedin.com/in/melissa-rangel-85b372279?trk=org-employees""}, {""Nombre"": ""Paola Fernandez"", ""Cargo"": ""Gerente comercial en COWORKING 120"", ""Foto"": ""https://media.licdn.com/dms/image/v2/D4E03AQGF6Vl0t2PEZA/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1720633475848?e=2147483647&v=beta&t=dhg9hwGnBgpiUslax2xPOBatfaqTgEykdqa1Q773JrU"", ""Perfil"": ""https://mx.linkedin.com/in/paola-fernandez-962087313?trk=org-employees""}]","https://www.linkedin.com/company/coworking-120/"
33177,"COLEGIO IMPERIAL, A.C.","Primary and Secondary Education",,"51-200 employees","{""1"": {""Dirección"": ""CALLE RÍO CULIACÁN 114 0""}}",,"[""Primary and Secondary Education""]","[]","[]","[]","{}","Culiacán Rosales,  Sinaloa,  México","[{""Nombre"": ""Enrique Cuen"", ""Cargo"": ""Profesor de computacion en Colegio Imperial, A. C."", ""Foto"": ""https://media.licdn.com/dms/image/v2/C4E03AQEjxQgEFUIPUw/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1516809561353?e=2147483647&v=beta&t=Zc6yyRFCOMGZxKtrcwH-lDrUpYzsdnUdFt50wxkrixU"", ""Perfil"": ""https://mx.linkedin.com/in/enrique-cuen-30301480?trk=org-employees""}, {""Nombre"": ""Maria Alleluia"", ""Cargo"": ""Professor escolar na COLEGIO IMPERIAL, A.C."", ""Foto"": ""https://media.licdn.com/dms/image/v2/C4D03AQHpZoPdelHhxA/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1587768561466?e=2147483647&v=beta&t=GcsIOpFjGk4O0CaVsN3zDG-oFhyEyfZEiL3gFG6d_mw"", ""Perfil"": ""https://br.linkedin.com/in/maria-alleluia-a76144a6?trk=org-employees""}, {""Nombre"": ""Iker Diamont"", ""Cargo"": ""Distribuidor de 💎 dulces"", ""Foto"": ""https://media.licdn.com/dms/image/v2/C5103AQHmYXzB3O343Q/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1516956298484?e=2147483647&v=beta&t=irUXl6ijitC1dhCOIEndpfv0qcM07J-xGztgE81K1wg"", ""Perfil"": ""https://mx.linkedin.com/in/iker-diamont-53b030121?trk=org-employees""}, {""Nombre"": ""Daniela Valenzuela"", ""Cargo"": ""Estudiante en Instituto Tecnológico de Tijuana"", ""Foto"": ""https://media.licdn.com/dms/image/v2/C5603AQGLeMBc5_3jTA/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1587432830928?e=2147483647&v=beta&t=2aLDWaZWi8j56N_T0iUGFPp6dXKXJxAsSEH9DMKwomw"", ""Perfil"": ""https://mx.linkedin.com/in/daniela-valenzuela-aa359a176?trk=org-employees""}]","https://www.linkedin.com/company/colegio-imperial-a.c./"
33178,"RECLUSORIO ESTATAL CERESO","Food and Beverage Services",,"51-200 employees","{""1"": {""Dirección"": ""CALLE TERCERA 0 SN""}}",,"[""Restaurants""]","[""http://www.comedorcompulsivo.com\n      \n\n\n\nExternal link for RECLUSORIO ESTATAL CERESO""]","[]","[]","{}","Culiacán Rosales,  Sinaloa,  México","[{""Nombre"": ""Nicandro Chocoteco Contreras"", ""Cargo"": ""SERVIDOR PUBLICO en RECLUSORIO"", ""Foto"": ""https://media.licdn.com/dms/image/v2/C5603AQHPeX8int1GJQ/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1609635979392?e=2147483647&v=beta&t=Lmhr9r6es0pI7OhieK8FHXDtCibjOqas_GWcmdoGjb4"", ""Perfil"": ""https://mx.linkedin.com/in/nicandro-chocoteco-contreras-20808b89?trk=org-employees""}, {""Nombre"": ""Jorge Rios"", ""Cargo"": ""supervisor CERESO"", ""Foto"": ""https://media.licdn.com/dms/image/v2/C5603AQES-sc33BVaYQ/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1603066195200?e=2147483647&v=beta&t=LdHDqtfjTQht3Endx2_7cGrOZa6_JiuUoWlMf7wY-Dg"", ""Perfil"": ""https://mx.linkedin.com/in/jorge-rios-11614b1ba?trk=org-employees""}, {""Nombre"": ""Luis Cervantea"", ""Cargo"": ""Guardia de seguridad en RECLUSORIO ESTATAL CERESO"", ""Foto"": ""https://media.licdn.com/dms/image/v2/C5603AQGHbvzahS-40Q/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1611432157469?e=2147483647&v=beta&t=0ULxMI7ZoBeyN3g5CWMYsAGPezjqUkVIo1jCeGwxFzk"", ""Perfil"": ""https://mx.linkedin.com/in/luis-cervantea-036150205?trk=org-employees""}, {""Nombre"": ""Librada Anaya Chavira"", ""Cargo"": ""Auxiliar enfermero profesional en RECLUSORIO ESTATAL CERESO"", ""Foto"": ""https://media.licdn.com/dms/image/v2/C5603AQGHZfTroOKQRw/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1612843151423?e=2147483647&v=beta&t=QElJl6Sdutz6eQ4G3sUpSB1a83cZGJPIfmESvVJtVso"", ""Perfil"": ""https://mx.linkedin.com/in/librada-anaya-chavira-732644206?trk=org-employees""}]","https://www.linkedin.com/company/reclusorio-estatal-cereso/"
33179,"BAR LA FUENTE",,,"51-200 employees","{""1"": {""Dirección"": ""BOULEVARD EMILIANO ZAPATA 252""}}",,"[""Restaurants""]","[]","[]","[]","{}","Culiacán Rosales,  Sinaloa,  México","[{""Nombre"": ""JOSE MANUEL GIRALDEZ  RODRIGUEZ"", ""Cargo"": ""Jefe de Cocina Bar La Fuente (Sevilla) Tradición y Elaboración de Ofertas Gastronómicas"", ""Foto"": ""https://media.licdn.com/dms/image/v2/C5603AQHaadkR4zckOg/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1517241105311?e=2147483647&v=beta&t=gL_Kmbzdrogw2NdAPEEWWL8DWSE2TV675jjQ90d7vYU"", ""Perfil"": ""https://es.linkedin.com/in/jose-manuel-giraldez-rodriguez-55985a65?trk=org-employees""}, {""Nombre"": ""M. Angeles Giles Bravo"", ""Cargo"": ""Cocinera y Ayudante de Cocina en Bar La Fuente"", ""Foto"": ""https://media.licdn.com/dms/image/v2/C4D03AQGSEdBPzqMeTw/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1517477970154?e=2147483647&v=beta&t=d3d9o2JMi4rpvTq1g6bcCKXYPPkVQyZ_8UgUo-10BdI"", ""Perfil"": ""https://es.linkedin.com/in/m-angeles-giles-bravo-a847b2137?trk=org-employees""}, {""Nombre"": ""Nerea Bravo"", ""Cargo"": ""Estudiante en IES ATegua"", ""Foto"": ""https://media.licdn.com/dms/image/v2/D4D03AQFaGojC192YFA/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1693131468174?e=2147483647&v=beta&t=D6En9KZmkCvOTsLVEwscNCE71-LSzCG4tCnBvbRXHTI"", ""Perfil"": ""https://es.linkedin.com/in/nerea-bravo-687779143?trk=org-employees""}, {""Nombre"": ""Ana María Fernández Carrión"", ""Cargo"": ""Camarera en bar la fuente"", ""Foto"": ""https://media.licdn.com/dms/image/v2/C4E03AQFTCHmuEICaWA/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1555846085855?e=2147483647&v=beta&t=A9ofooccFa1MtV6f5XGLkm3yU9IocC-BE6TN0jdO0EY"", ""Perfil"": ""https://es.linkedin.com/in/ana-mar%C3%ADa-fern%C3%A1ndez-carri%C3%B3n-70b205185?trk=org-employees""}]","https://www.linkedin.com/company/bar-la-fuente/"
33180,"LIQUIMEX SA DE CV","Food and Beverage Services",,"51-200 employees","{""1"": {""Dirección"": ""CALLE PATRIA 6150""}}",,"[""Food and Beverage Manufacturing""]","[]","[]","[]","{}","Culiacán Rosales,  Sinaloa,  México","[{""Nombre"": ""Gerardo Garcia"", ""Cargo"": ""Preventa en OAM ORGANIZACIÓN DE AGUAS DE MEXICO"", ""Foto"": ""https://media.licdn.com/dms/image/v2/C4E03AQGCsxybJKHfBQ/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1569449859344?e=2147483647&v=beta&t=qgG7383h3UZsW_9NEu0OI-5vs9FhSyGQVjrDJSLYiWg"", ""Perfil"": ""https://mx.linkedin.com/in/gerardo-garcia-040590193?trk=org-employees""}, {""Nombre"": ""Gustavo Jimenez Madrigal"", ""Cargo"": ""operador dos maquinas en LIQUIMEX SA DE CV"", ""Foto"": ""https://media.licdn.com/dms/image/v2/C5603AQH4vCJjc3YUXA/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1608574096569?e=2147483647&v=beta&t=0n__oQ4PRK87LkqfK4tptR5_h7PbYBBlk0oeLsGbM8k"", ""Perfil"": ""https://mx.linkedin.com/in/gustavo-jimenez-madrigal-45a720202?trk=org-employees""}, {""Nombre"": ""Juan Miguel Morales Aparicio"", ""Cargo"": ""--"", ""Foto"": ""https://media.licdn.com/dms/image/v2/C4E03AQF7RBeNOAsIYQ/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1613494172462?e=2147483647&v=beta&t=AogklzJusXUDMhH5kjxO1C-vqvft-RsKfqoz8aC0AMs"", ""Perfil"": ""https://mx.linkedin.com/in/juan-miguel-morales-aparicio-08ba32206?trk=org-employees""}, {""Nombre"": ""Antonio Gonzalez"", ""Cargo"": ""Auxiliar en LIQUIMEX SA DE CV"", ""Foto"": ""https://media.licdn.com/dms/image/v2/C5603AQGYbiB4b6LsMA/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1617468746615?e=2147483647&v=beta&t=35P2QRnDSRhMF1FRMlydvtW5Tydq7YMOhgh1r_LLNeA"", ""Perfil"": ""https://mx.linkedin.com/in/antonio-gonzalez-96215320b?trk=org-employees""}]","https://www.linkedin.com/company/liquimex-sa-de-cv/"
33181,"Algo Dulce Postres","Somos una empresa de repostería con el objetivo de brindar productos con ingredientes de la más alta calidad con sabores únicos.",,"51-200 employees","{""1"": {""Dirección"": ""Culiacán, Sinaloa 80030, MX""}}","2015","[""Food and Beverage Services""]","[""https://algodulce.com.mx/\n      \n\nExternal link for Algo Dulce Postres""]","[""Culiacán, Sinaloa""]","[]","{""1"": ""80030""}","Culiacán Rosales,  Sinaloa,  México","[{""Nombre"": ""Krystal Ochoa"", ""Cargo"": ""encargada de decoracion en algo dulce"", ""Foto"": ""https://media.licdn.com/dms/image/v2/C4E03AQFkSzSvKsdHUw/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1618675213725?e=2147483647&v=beta&t=8oZzji1wzM_5hkHEJCuCldIdQmnx3wBaPUYFsM4xC9s"", ""Perfil"": ""https://mx.linkedin.com/in/krystal-ochoa-a61061210?trk=org-employees""}, {""Nombre"": ""Gabriela Fonseca"", ""Cargo"": ""Community Manager"", ""Foto"": ""https://media.licdn.com/dms/image/v2/D5603AQHYw3wRxXSLmw/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1688147386745?e=2147483647&v=beta&t=xdpRrcYzEevTdJHsfsh9HGTW7YNm_fDrTKcLS68LXh4"", ""Perfil"": ""https://mx.linkedin.com/in/gabriela-fonseca-61b16621b?trk=org-employees""}, {""Nombre"": ""Marcela Norzagaray"", ""Cargo"": ""Chef innovador en Algo Dulce Postres"", ""Foto"": ""https://media.licdn.com/dms/image/v2/C5603AQFY9ERv0yPetw/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1663124605639?e=2147483647&v=beta&t=_BWMJEHA-iPSTNYk7CIdKbehyNNgOE069gb98kYnrrg"", ""Perfil"": ""https://mx.linkedin.com/in/marcela-norzagaray-8b7361250?trk=org-employees""}, {""Nombre"": ""Nadey Peraza"", ""Cargo"": ""Servicio al cliente: caja en Algo Dulce Postres"", ""Foto"": ""https://media.licdn.com/dms/image/v2/D5603AQGyy4llmzK1qQ/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1697553504351?e=2147483647&v=beta&t=XP5W2BqMkBEskW3yyuAUnrek_XScSaSXBhb8erGHez4"", ""Perfil"": ""https://mx.linkedin.com/in/nadey-peraza-51a6aa296?trk=org-employees""}]","https://www.linkedin.com/company/algo-dulce-postres/"
33182,"Rodeli Growers","We are a fourth-generation company founded in 1940, dedicated to the production of vegetables such as Persian cucumber and slicer cucumber, as well as citrus like Persian lime. As growers, packers, and shippers, we uphold the highest standards of quality, and food safety in all our products.",,"51-200 employees","{""1"": {""Dirección"": ""., Culiacán, Sinaloa , MX""}}","1940","[""Farming""]","[""https://www.rodeligrowers.com/\n      \n\nExternal link for Rodeli Growers""]","[""Culiacán, Sinaloa""]","[]","{}","Culiacán Rosales,  Sinaloa,  México","[{""Nombre"": ""Santiago Rodarte Soto"", ""Cargo"": ""Ingeniero agricultor en Rodeli Growers"", ""Foto"": ""https://media.licdn.com/dms/image/v2/D4E03AQEwTLhl_aSKyA/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1730251971460?e=2147483647&v=beta&t=tiH75mExznef6CmwllKhagWSRFx_aPp4tD0S3Wy7Sww"", ""Perfil"": ""https://mx.linkedin.com/in/santiago-rodarte-soto-595816335?trk=org-employees""}]","https://www.linkedin.com/company/rodeli-growers/"
33183,"Medigroup del Pacífico","Nuestro compromiso es satisfacer las necesidades de nuestros clientes con productos para la salud a través de un Sistema de Gestión de Calidad apegado a los requerimientos legales y reglamentarios.",,"51-200 employees","{""1"": {""Dirección"": ""Av de la Voluntad #1100, Culiacán, Sinaloa 80020, MX""}}","2004","[""Wholesale Drugs and Sundries""]","[""https://medigroup.com.mx/\n      \n\nExternal link for Medigroup del Pacífico""]","[""Culiacán, Sinaloa""]","[]","{""1"": ""80020""}","Culiacán Rosales,  Sinaloa,  México","[{""Nombre"": ""Moisés Soto"", ""Cargo"": ""Director Comercial \nMedigroup del Pacífico"", ""Foto"": ""https://media.licdn.com/dms/image/v2/D5603AQF1a1Puph8oVA/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1728503239482?e=2147483647&v=beta&t=fjE43OF919QTkE4zst1no9zu7XSXWxBxmY9i6zZ0D1U"", ""Perfil"": ""https://mx.linkedin.com/in/mois%C3%A9s-soto-b387aa92?trk=org-employees""}, {""Nombre"": ""Diocelin Valdez"", ""Cargo"": ""Licenciada en administración con experiencia en contratos, crédito y cobranza, licitaciones y ventas."", ""Foto"": ""https://media.licdn.com/dms/image/v2/D4D03AQGlwIu1RArIvw/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1676752870974?e=2147483647&v=beta&t=UPbiKyrDJvTTmTISpWZdCOu28HKClt2THTneKmm7n58"", ""Perfil"": ""https://mx.linkedin.com/in/diocelin-valdez-0a426a1bb?trk=org-employees""}, {""Nombre"": ""Judith Ibarra"", ""Cargo"": ""--"", ""Foto"": ""https://media.licdn.com/dms/image/v2/D4E03AQHH7F66zEosqw/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1728505135834?e=2147483647&v=beta&t=XWjyOeLoXUkMoqXm5G64_yRMFoXOxNsHQSZZFHccb_Q"", ""Perfil"": ""https://mx.linkedin.com/in/judithibarra?trk=org-employees""}, {""Nombre"": ""Selene Cortes"", ""Cargo"": ""Ejecutivo de servicio y atencion a clientes en Farmacéuticos Maypo"", ""Foto"": ""https://media.licdn.com/dms/image/v2/C5603AQEEEQJefkD2Rw/profile-displayphoto-shrink_100_100/profile-displayphoto-shrink_100_100/0/1660175056611?e=2147483647&v=beta&t=J25jDFWMcfRuaefOt5eFD0zlCb53kFXNZb8u4-FbTxQ"", ""Perfil"": ""https://mx.linkedin.com/in/selene-cortes-017586248?trk=org-employees""}]","https://www.linkedin.com/company/medigroupdelpacifico/"
